LPCX,LPCY,LEYEX,LEYEY,LEYEZ,,,true_x,B,iris_x_m,iris_y_m,,,iris_x,iris_y,iris_x_p,iris_y_p
0.37176,0.46486,-0.0281,0.0045,0.57128,,,555.8528,-270.6992,881.8528,444.6992,,153,554.2836867,-266.1198149,553.9283886,-267.0194777
0.37204,0.46482,-0.0281,0.0045,0.57128,,,556.2112,-270.6704,882.2112,444.6704,,154,554.0201097,-266.7555759,553.2422357,-267.4034479
0.37239,0.46491,-0.0281,0.0045,0.57128,,,556.6592,-270.7352,882.6592,444.7352,,155,553.1663178,-267.2791684,552.7317607,-267.9682356
0.37357,0.46497,-0.03018,0.0049,0.62209,,,553.1696,-270.7784,884.1696,444.7784,,156,552.5621919,-267.9924563,553.0090403,-268.5066412
0.37404,0.46495,-0.03018,0.0049,0.62209,,,553.7712,-270.764,884.7712,444.764,,157,552.9357713,-268.6416734,552.7665343,-268.8766727
0.37422,0.46494,-0.03018,0.0049,0.62209,,,554.0016,-270.7568,885.0016,444.7568,,158,552.6567932,-269.0623495,552.9397412,-268.715365
0.37517,0.46488,-0.03064,0.00509,0.64053,,,553.2396266,-270.7136,886.2176,444.7136,,159,552.890978,-268.8262635,553.2179289,-268.3519187
0.37568,0.46492,-0.03064,0.00509,0.64053,,,552.9539976,-270.7424,886.8704,444.7424,,160,553.2396266,-268.3605916,552.9867887,-268.4942349
0.37584,0.46506,-0.03064,0.00509,0.64053,,,553.7305511,-270.8432,887.0752,444.8432,,161,552.9539976,-268.5317091,553.6198459,-268.9796473
0.37659,0.46497,-0.02903,0.00483,0.61363,,,554.3980371,-270.7784,888.0352,444.7784,,162,553.7305511,-269.1136563,554.188615,-269.0219303
0.37664,0.46477,-0.02903,0.00483,0.61363,,,554.2653383,-270.6344,888.0992,444.6344,,163,554.3980371,-269.1361715,554.116574,-268.8732633
0.37676,0.46498,-0.02903,0.00483,0.61363,,,553.0811373,-270.7856,888.2528,444.7856,,164,554.2653383,-268.9308453,553.168707,-269.6132737
0.37722,0.46477,-0.02978,0.00509,0.63431,,,552.4288008,-270.6344,888.8416,444.6344,,165,553.0811373,-269.8179252,552.6165034,-269.7309758
0.37762,0.46472,-0.02978,0.00509,0.63431,,,552.2789022,-270.5984,889.3536,444.5984,,166,552.4288008,-269.916889,552.4599021,-269.2150095
0.37779,0.46491,-0.02978,0.00509,0.63431,,,552.2846652,-270.7352,889.5712,444.7352,,167,552.2789022,-269.2496612,552.4325522,-269.0400624
0.37807,0.46491,-0.02781,0.0047,0.59716,,,553.0009966,-270.7352,889.9296,444.7352,,168,552.2846652,-269.0295437,552.9956581,-269.5082184
0.37877,0.46492,-0.02781,0.0047,0.59716,,,553.3195875,-270.7424,890.8256,444.7424,,169,553.0009966,-269.6008584,553.2587095,-270.110558
0.3788,0.46493,-0.02781,0.0047,0.59716,,,553.4495226,-270.7496,890.864,444.7496,,170,553.3195875,-270.3130429,553.3764008,-269.7836647
0.37928,0.46493,-0.02742,0.00468,0.59372,,,554.5972586,-270.7496,891.4784,444.7496,,171,553.4495226,-269.8720639,554.3336084,-269.3693272
0.3795,0.46498,-0.02742,0.00468,0.59372,,,555.280918,-270.7856,891.76,444.7856,,172,554.5972586,-269.349382,554.9428003,-269.8625923
0.37956,0.46503,-0.02742,0.00468,0.59372,,,554.7509102,-270.8216,891.8368,444.8216,,173,555.280918,-269.9532486,554.5667107,-270.5177539
0.38016,0.46494,-0.02838,0.00483,0.61933,,,553.8539912,-270.7568,892.6048,444.7568,,174,554.7509102,-270.7300662,553.8614735,-270.6934568
0.38027,0.46509,-0.02838,0.00483,0.61933,,,553.8647688,-270.8648,892.7456,444.8648,,175,553.8539912,-270.8978795,553.8690136,-270.5150982
0.38065,0.46517,-0.02838,0.00483,0.61933,,,554.0406312,-270.9224,893.232,444.9224,,176,553.8647688,-270.637028,554.012943,-270.6356658
0.38125,0.46516,-0.02882,0.00495,0.63414,,,553.4196744,-270.9152,894,444.9152,,177,554.0406312,-270.7573021,553.5069906,-270.4655973
0.38142,0.4651,-0.02882,0.00495,0.63414,,,552.7433158,-270.872,894.2176,444.872,,178,553.4196744,-270.5243686,552.935069,-269.9817593
0.38157,0.46518,-0.02882,0.00495,0.63414,,,552.7244182,-270.9296,894.4096,444.9296,,179,552.7433158,-269.9235933,552.8855242,-269.9814962
0.38203,0.4651,-0.02843,0.00491,0.6299,,,553.8382867,-270.872,894.9984,444.872,,180,552.7244182,-269.9358088,553.7733404,-270.0260435
0.38235,0.46505,-0.02843,0.00491,0.6299,,,554.2544257,-270.836,895.408,444.836,,181,553.8382867,-269.9998025,554.1272131,-270.1482491
0.38242,0.46497,-0.02843,0.00491,0.6299,,,553.2301412,-270.7784,895.4976,444.7784,,182,554.2544257,-270.1539997,553.3070884,-270.6426758
0.38297,0.46494,-0.02758,0.00485,0.61616,,,552.5387171,-270.7568,896.2016,444.7568,,183,553.2301412,-270.7537405,552.7246108,-271.1328646
0.38316,0.46498,-0.02758,0.00485,0.61616,,,551.8939868,-270.7856,896.4448,444.7856,,184,552.5387171,-271.325634,552.1612319,-271.3990463
0.38329,0.46496,-0.02758,0.00485,0.61616,,,551.5920228,-270.7712,896.6112,444.7712,,185,551.8939868,-271.6076367,551.8654235,-271.7996499
0.38375,0.46488,-0.02599,0.0047,0.58555,,,551.2069605,-270.7136,897.2,444.7136,,186,551.5920228,-272.0496209,551.5001588,-272.2349816
0.38413,0.4647,-0.02599,0.0047,0.58555,,,550.7861592,-270.584,897.6864,444.584,,187,551.2069605,-272.5248996,551.1019814,-272.3723414
0.38424,0.46471,-0.02599,0.0047,0.58555,,,552.0793731,-270.5912,897.8272,444.5912,,188,550.7861592,-272.6293817,552.1099141,-272.0190748
0.3847,0.46445,-0.02676,0.00491,0.60595,,,553.1672262,-270.404,898.416,444.404,,189,552.0793731,-272.1445883,552.9994765,-271.6765085
0.38489,0.46436,-0.02676,0.00491,0.60595,,,553.7671424,-270.3392,898.6592,444.3392,,190,553.1672262,-271.7011466,553.5227698,-271.2243424
0.38491,0.46424,-0.02676,0.00491,0.60595,,,554.1973484,-270.2528,898.6848,444.2528,,191,553.7671424,-271.1462248,553.9200277,-270.528112
0.38536,0.46422,-0.02633,0.00486,0.60016,,,554.2581887,-270.2384,899.2608,444.2384,,192,554.1973484,-270.3167855,554.0192498,-270.0829478
0.38544,0.46424,-0.02633,0.00486,0.60016,,,553.8809977,-270.2528,899.3632,444.2528,,193,554.2581887,-269.8212271,553.7512984,-269.4262804
0.38553,0.46421,-0.02633,0.00486,0.60016,,,553.9089011,-270.2312,899.4784,444.2312,,194,553.8809977,-269.0794451,553.7972501,-268.7027389
0.38568,0.46417,-0.02692,0.00499,0.61589,,,553.8087884,-270.2024,899.6704,444.2024,,195,553.9089011,-268.27472,553.734683,-268.1064006
0.38573,0.46421,-0.02692,0.00499,0.61589,,,553.5488956,-270.2312,899.7344,444.2312,,196,553.8087884,-267.6421073,553.5340079,-267.9320659
0.38579,0.46417,-0.02692,0.00499,0.61589,,,553.6734683,-270.2024,899.8112,444.2024,,197,553.5488956,-267.5302613,553.6391335,-268.1657684
0.38588,0.46416,-0.02692,0.00499,0.61589,,,553.0677739,-270.1952,899.9264,444.1952,,198,553.6734683,-267.9009215,553.1469159,-268.3478747
0.38593,0.46411,-0.02692,0.00499,0.61589,,,553.3795126,-270.1592,899.9904,444.1592,,199,553.0677739,-268.1793502,553.3893517,-268.5630235
0.38594,0.46443,-0.02692,0.00499,0.61589,,,554.9617819,-270.3896,900.0032,444.3896,,200,553.3795126,-268.4771841,554.689341,-269.1386082
0.38598,0.46449,-0.02692,0.00499,0.61589,,,555.5429975,-270.4328,900.0544,444.4328,,201,554.9617819,-269.1953117,555.2158111,-269.7611888
0.38597,0.46448,-0.02692,0.00499,0.61589,,,555.2559685,-270.4256,900.0416,444.4256,,202,555.5429975,-269.9398439,555.0376821,-270.2290024
0.38588,0.46448,-0.02692,0.00499,0.61589,,,556.0867178,-271.4256,899.9264,444.4256,,203,555.2559685,-270.4699738,555.7598421,-270.3314826
0.38584,0.46446,-0.02689,0.00494,0.61511,,,556.3299176,-271.4112,899.8752,444.4112,,204,556.0867178,-270.542608,556.0178775,-270.1803339
0.38571,0.46465,-0.02689,0.00494,0.61511,,,554.4602347,-271.548,899.7088,444.548,,205,556.3299176,-270.3133859,554.5350129,-270.4814496
0.38564,0.46472,-0.02689,0.00494,0.61511,,,552.8640081,-271.5984,899.6192,444.5984,,206,554.4602347,-270.6507209,553.2085383,-270.8676594
0.38565,0.46485,-0.02594,0.00467,0.59241,,,552.2707965,-271.692,899.632,444.692,,207,552.8640081,-271.0836829,552.6594178,-270.3891948
0.38547,0.46486,-0.02594,0.00467,0.59241,,,551.3686962,-271.6992,899.4016,444.6992,,208,552.2707965,-270.4555498,551.848357,-269.8113751
0.38545,0.46484,-0.02594,0.00467,0.59241,,,551.1198393,-271.6848,899.376,444.6848,,209,551.3686962,-269.7389045,551.5585787,-269.8608891
0.38524,0.46499,-0.02772,0.00492,0.63091,,,551.9419434,-271.7928,899.1072,444.7928,,210,551.1198393,-269.8147074,552.157136,-269.7519338
0.38519,0.46526,-0.02772,0.00492,0.63091,,,552.0603166,-271.9872,899.0432,444.9872,,211,551.9419434,-269.6922237,552.2163681,-269.574364
0.38514,0.46532,-0.02772,0.00492,0.63091,,,552.385703,-272.0304,898.9792,445.0304,,212,552.0603166,-269.4892542,552.4563958,-268.904736
0.38499,0.46528,-0.02626,0.00465,0.59657,,,552.5445734,-272.0016,898.7872,445.0016,,213,552.385703,-268.6936571,552.5745648,-268.5056331
0.38482,0.46539,-0.02626,0.00465,0.59657,,,553.126079,-272.0808,898.5696,445.0808,,214,552.5445734,-268.2540334,553.0476523,-268.7553004
0.38463,0.46536,-0.02626,0.00465,0.59657,,,553.5757759,-272.0592,898.3264,445.0592,,215,553.126079,-268.6117282,553.4315232,-269.517389
0.38448,0.46541,-0.02711,0.00474,0.61391,,,552.8949633,-272.0952,898.1344,445.0952,,216,553.5757759,-269.568995,552.8969942,-269.8031427
0.3844,0.46553,-0.02711,0.00474,0.61391,,,553.3536728,-272.1816,898.032,445.1816,,217,552.8949633,-269.9052097,553.2740147,-269.5785614
0.38437,0.46554,-0.02711,0.00474,0.61391,,,554.4131149,-272.1888,897.9936,445.1888,,218,553.3536728,-269.6102327,554.1597416,-269.8719142
0.38423,0.4655,-0.02695,0.0047,0.60806,,,554.5424644,-272.16,897.8144,445.16,,219,554.4131149,-269.9599802,554.3110805,-270.1506989
0.38413,0.4656,-0.02695,0.0047,0.60806,,,553.5927768,-272.232,897.6864,445.232,,220,554.5424644,-270.2798665,553.5707963,-270.6053885
0.38412,0.46549,-0.02695,0.0047,0.60806,,,553.6229738,-272.1528,897.6736,445.1528,,221,553.5927768,-270.8047091,553.5995364,-270.9176753
0.38374,0.46561,-0.02713,0.00467,0.6102,,,553.9572837,-272.2392,897.1872,445.2392,,222,553.6229738,-271.1413412,553.8787288,-270.8864532
0.38366,0.46557,-0.02713,0.00467,0.6102,,,553.4017583,-272.2104,897.0848,445.2104,,223,553.9572837,-271.0551883,553.4356255,-270.3287132
0.38361,0.46547,-0.02713,0.00467,0.6102,,,552.8624104,-272.1384,897.0208,445.1384,,224,553.4017583,-270.3408863,552.985899,-270.1142564
0.38347,0.46543,-0.02731,0.00473,0.61219,,,554.1987829,-272.1096,896.8416,445.1096,,225,552.8624104,-270.0775887,554.063439,-270.2217387
0.38335,0.46552,-0.02731,0.00473,0.61219,,,555.7764416,-272.1744,896.688,445.1744,,226,554.1987829,-270.2161366,555.385376,-270.2048157
0.38319,0.46541,-0.02731,0.00473,0.61219,,,556.7325562,-272.0952,896.4832,445.0952,,227,555.7764416,-270.1967739,556.2413077,-269.9939936
0.38294,0.46532,-0.02758,0.00476,0.61616,,,557.0921599,-272.0304,896.1632,445.0304,,228,556.7325562,-269.9422508,556.624252,-269.8196438
0.38279,0.46542,-0.02758,0.00476,0.61616,,,557.022503,-272.1024,895.9712,445.1024,,229,557.0921599,-269.741478,556.649905,-269.8046243
0.38281,0.46541,-0.02758,0.00476,0.61616,,,556.9788242,-272.0952,895.9968,445.0952,,230,557.022503,-269.7400671,556.6800319,-269.8788301
0.38257,0.46541,-0.02723,0.00473,0.60616,,,556.7233914,-272.0952,895.6896,445.0952,,231,556.9788242,-269.8441776,556.5228629,-269.9782751
0.38227,0.4653,-0.02723,0.00473,0.60616,,,556.0300888,-272.016,895.3056,445.016,,232,556.7233914,-269.9725219,555.9880361,-270.0288728
0.38227,0.4653,-0.02723,0.00473,0.60616,,,555.5139932,-272.016,895.3056,445.016,,233,556.0300888,-270.0352637,555.5708999,-269.7783623
0.38211,0.46533,-0.0275,0.00474,0.60829,,,555.6392211,-272.0376,895.1008,445.0376,,234,555.5139932,-269.7293886,555.6638354,-269.4145467
0.38197,0.46515,-0.0275,0.00474,0.60829,,,556.0724499,-271.908,894.9216,444.908,,235,555.6392211,-269.2977217,556.0158889,-269.2007797
0.38192,0.46528,-0.0275,0.00474,0.60829,,,555.883614,-272.0016,894.8576,445.0016,,236,556.0724499,-269.0630628,555.8705617,-268.8177859
0.38159,0.46516,-0.02764,0.00475,0.60931,,,555.5037942,-271.9152,894.4352,444.9152,,237,555.883614,-268.6272096,555.560398,-268.8824271
0.38139,0.46529,-0.02764,0.00475,0.60931,,,555.0643389,-272.0088,894.1792,445.0088,,238,555.5037942,-268.7468525,555.188822,-269.0834414
0.38128,0.46539,-0.02764,0.00475,0.60931,,,554.1623629,-272.0808,894.0384,445.0808,,239,555.0643389,-269.0204048,554.424695,-268.8480574
0.38112,0.46527,-0.02776,0.00476,0.60982,,,553.7861552,-271.9944,893.8336,444.9944,,240,554.1623629,-268.7478783,554.0686775,-269.0370138
0.38088,0.46526,-0.02776,0.00476,0.60982,,,553.4357217,-271.9872,893.5264,444.9872,,241,553.7861552,-268.9991461,553.7302846,-269.5985761
0.38078,0.46526,-0.02776,0.00476,0.60982,,,553.1025258,-271.9872,893.3984,444.9872,,242,553.4357217,-269.6898911,553.4039383,-270.1800692
0.38059,0.46528,-0.0278,0.00475,0.60868,,,552.8704037,-272.0016,893.1552,445.0016,,243,553.1025258,-270.377022,553.159531,-270.6558636
0.38056,0.46542,-0.0278,0.00475,0.60868,,,553.0073016,-272.1024,893.1168,446.1024,,244,552.8704037,-270.9129093,553.2208949,-271.0614457
0.38043,0.4653,-0.0278,0.00475,0.60868,,,552.6546357,-272.016,892.9504,446.016,,245,553.0073016,-271.3505023,552.8928865,-270.9456932
0.38028,0.46511,-0.02838,0.00483,0.61933,,,552.4244925,-271.8792,892.7584,445.8792,,246,552.6546357,-271.1475098,552.6613058,-271.0797182
0.3801,0.46503,-0.02838,0.00483,0.61933,,,552.8169053,-271.8216,892.528,445.8216,,247,552.4244925,-271.2669251,552.9421571,-271.3019428
0.38009,0.46502,-0.02838,0.00483,0.61933,,,552.671498,-271.8144,892.5152,445.8144,,248,552.8169053,-271.4966963,552.8003234,-271.0419076
0.37984,0.46491,-0.02896,0.00491,0.62894,,,551.9552297,-271.7352,892.1952,445.7352,,249,552.671498,-271.13865,552.1882085,-270.7762637
0.37975,0.46486,-0.02896,0.00491,0.62894,,,551.8255974,-271.6992,892.08,445.6992,,250,551.9552297,-270.7949086,552.0402528,-270.4789977
0.37964,0.46493,-0.02896,0.00491,0.62894,,,552.774506,-271.7496,891.9392,445.7496,,251,551.8255974,-270.4295609,552.7828622,-270.0411816
0.37951,0.46492,-0.02873,0.00486,0.62296,,,553.0634965,-271.7424,891.7728,445.7424,,252,552.774506,-269.9080455,553.0191332,-270.0882036
0.37944,0.46492,-0.02873,0.00486,0.62296,,,553.2945122,-271.7424,891.6832,445.7424,,253,553.0634965,-269.9938932,553.2170556,-270.364831
0.37936,0.4649,-0.02873,0.00486,0.62296,,,553.4184827,-271.728,891.5808,445.728,,254,553.2945122,-270.3504611,553.3327792,-270.6461774
0.37919,0.46491,-0.02828,0.00477,0.61125,,,553.288855,-271.7352,891.3632,445.7352,,255,553.4184827,-270.6955371,553.2413296,-271.0107088
0.3791,0.46486,-0.02828,0.00477,0.61125,,,553.8774078,-271.6992,891.248,445.6992,,256,553.288855,-271.1279908,553.7339585,-271.0579381
0.37903,0.46491,-0.02828,0.00477,0.61125,,,554.350239,-271.7352,891.1584,445.7352,,257,553.8774078,-271.1601231,554.1483905,-270.9095997
0.37893,0.46486,-0.02863,0.00481,0.61679,,,554.3266648,-271.6992,891.0304,445.6992,,258,554.350239,-270.9577946,554.1647836,-270.8171756
0.37881,0.46495,-0.02863,0.00481,0.61679,,,554.0193666,-271.764,890.8768,445.764,,259,554.3266648,-270.8350658,553.9406707,-270.8572014
0.37868,0.46489,-0.02863,0.00481,0.61679,,,553.6613081,-271.7208,890.7104,445.7208,,260,554.0193666,-270.8798621,553.6600485,-270.8746303
0.37857,0.46492,-0.0274,0.0046,0.58938,,,553.8648919,-271.7424,890.5696,445.7424,,261,553.6613081,-270.8961634,553.8277603,-270.4271564
0.37852,0.46495,-0.0274,0.0046,0.58938,,,553.7136035,-271.764,890.5056,445.764,,262,553.8648919,-270.3476143,553.7098787,-270.2768049
0.37849,0.46499,-0.0274,0.0046,0.58938,,,553.2195944,-271.7928,890.4672,445.7928,,263,553.7136035,-270.1820027,553.3041175,-270.3209314
0.37827,0.46491,-0.02937,0.00491,0.62961,,,553.499867,-271.7352,890.1856,445.7352,,264,553.2195944,-270.2560696,553.519712,-270.0842051
0.37817,0.46496,-0.02937,0.00491,0.62961,,,553.5766992,-271.7712,890.0576,445.7712,,265,553.499867,-269.982305,553.5794034,-269.7858823
0.37815,0.46489,-0.02937,0.00491,0.62961,,,553.1512336,-271.7208,890.032,445.7208,,266,553.5766992,-269.6416513,553.2288932,-269.1900163
0.37789,0.465,-0.02849,0.00476,0.60983,,,552.6892555,-271.8,889.6992,445.8,,267,553.1512336,-268.9484538,552.8350546,-269.1956925
0.37777,0.46509,-0.02849,0.00476,0.60983,,,552.0780786,-271.8648,889.5456,445.8648,,268,552.6892555,-269.0074123,552.3063889,-269.5401524
0.37774,0.46507,-0.02849,0.00476,0.60983,,,552.0633271,-271.8504,889.5072,445.8504,,269,552.0780786,-269.4666825,552.2537735,-269.6044435
0.37759,0.465,-0.02849,0.00474,0.60792,,,552.2926427,-271.8,889.3152,445.8,,270,552.0633271,-269.5606623,552.4086656,-269.4476364
0.37757,0.46498,-0.02849,0.00474,0.60792,,,552.7143425,-271.7856,887.2896,445.7856,,271,552.2926427,-269.3794971,552.7350274,-269.5284777
0.37756,0.46494,-0.02849,0.00474,0.60792,,,553.2447182,-271.7568,887.2768,445.7568,,272,552.7143425,-269.4924451,553.1677003,-269.87424
0.37733,0.46502,-0.02856,0.00474,0.60741,,,554.1349354,-271.8144,884.9824,445.8144,,273,553.2447182,-269.9204876,553.9137377,-270.0185409
0.37717,0.4654,-0.02856,0.00474,0.60741,,,575.0152748,-272.088,884.7776,446.088,,274,554.1349354,-270.0859199,554.6772116,-269.9408005
0.37714,0.46541,-0.02856,0.00474,0.60741,,,575.259354,-272.0952,884.7392,446.0952,,275,555.0152748,-269.9769049,554.9379542,-269.4870105
0.37711,0.46536,-0.02856,0.00474,0.60741,,,578.259354,-272.0592,883.7008,447.0592,,276,555.259354,-269.4175383,555.0084974,-269.4447067
0.37707,0.46546,-0.02856,0.00474,0.60741,,,578.2758353,-272.1312,883.6496,447.1312,,277,555.2758353,-269.3810895,554.3388847,-269.6451631
0.37701,0.46548,-0.02856,0.00474,0.60741,,,577.4043013,-272.1456,883.5728,447.1456,,278,554.4043013,-269.6384562,553.6417711,-269.2580093
0.37699,0.46535,-0.02804,0.0046,0.59546,,,576.5428555,-272.052,883.5472,447.052,,279,553.5428555,-269.1693126,553.1196414,-268.890015
0.37697,0.4655,-0.02804,0.0046,0.59546,,,575.9295193,-272.16,883.5216,447.16,,280,552.9295193,-268.7411272,552.4929076,-268.8922208
0.37698,0.46546,-0.02804,0.0046,0.59546,,,575.2086917,-272.1312,883.5344,447.1312,,281,552.2086917,-268.775895,552.0125786,-268.914381
0.37689,0.46571,-0.02776,0.00451,0.58959,,,574.6860985,-272.3112,883.4192,447.3112,,282,551.6860985,-268.8279002,551.5549114,-268.8676739
0.37688,0.46565,-0.02776,0.00451,0.58959,,,574.2001593,-272.268,883.4064,447.268,,283,551.2001593,-268.7897647,551.1231006,-268.8999027
0.37683,0.46565,-0.02776,0.00451,0.58959,,,573.7517416,-272.268,883.3424,447.268,,284,550.7517416,-268.8457292,550.9966185,-269.0722677
0.37676,0.46567,-0.02776,0.00451,0.58959,,,573.6780327,-272.2824,883.2528,447.2824,,285,550.6780327,-269.0669153,551.7459087,-269.030478
0.37685,0.46564,-0.02776,0.00451,0.58959,,,574.65746,-272.2608,883.368,447.2608,,286,551.65746,-269.017273,552.3891236,-268.7287004
0.37669,0.46572,-0.02776,0.00451,0.58959,,,575.458355,-272.3184,883.1632,447.3184,,287,552.458355,-268.6533054,551.9097284,-268.792078
0.37664,0.46583,-0.02776,0.00451,0.58959,,,574.8607258,-272.3976,882.0992,447.3976,,288,551.8607258,-268.7465898,551.8390671,-269.1539496
0.3767,0.46588,-0.02776,0.00451,0.58959,,,574.7853968,-272.4336,882.176,447.4336,,289,551.7853968,-269.1962511,552.2131671,-269.4765524
0.3767,0.46578,-0.02776,0.00451,0.58959,,,575.2516852,-272.3616,882.176,447.3616,,290,552.2516852,-269.5792615,553.1379592,-269.6032935
0.3767,0.46578,-0.02776,0.00451,0.58959,,,576.3674775,-272.3616,882.176,447.3616,,291,553.3674775,-269.7111817,554.4459606,-269.7232454
0.37674,0.46586,-0.02776,0.00451,0.58959,,,577.9079018,-272.4192,882.2272,447.4192,,292,554.9079018,-269.8337334,554.8111835,-269.7363585
0.3767,0.46591,-0.02776,0.00451,0.58959,,,580.252281,-272.4552,882.176,447.4552,,293,555.252281,-269.8258613,554.4362603,-269.3825217
0.37673,0.46594,-0.02894,0.0046,0.61352,,,579.7014979,-272.4768,882.2144,447.4768,,294,554.7014979,-269.3764808,554.1801763,-269.3482834
0.37677,0.46591,-0.02894,0.0046,0.61352,,,579.3330643,-272.4552,882.2656,447.4552,,295,554.3330643,-269.3361656,554.1248408,-269.6393625
0.37673,0.46594,-0.02894,0.0046,0.61352,,,579.2328547,-272.4768,881.2144,447.4768,,296,554.2328547,-269.6925865,553.1276952,-269.5977263
0.37666,0.46599,-0.02963,0.0047,0.62729,,,577.9975373,-272.5128,881.1248,447.5128,,297,552.9975373,-269.6305071,552.7481027,-269.5482533
0.37675,0.46589,-0.02963,0.0047,0.62729,,,577.5641893,-272.4408,881.24,447.4408,,298,552.5641893,-269.5633076,553.0238016,-269.8090083
0.37667,0.466,-0.02963,0.0047,0.62729,,,577.9389388,-272.52,881.1376,447.52,,299,552.9389388,-269.8770133,552.887714,-270.0354206
0.37673,0.46599,-0.02963,0.0047,0.62729,,,577.7918118,-272.5128,881.2144,447.5128,,300,552.7918118,-270.1375639,553.8859554,-269.9888408
0.3767,0.46591,-0.02963,0.0047,0.62729,,,579.0258512,-272.4552,881.176,447.4552,,301,554.0258512,-270.0589328,554.9562106,-270.1306749
